,ID,label,tanggal,judul,narasi,nama file gambar,databersih
3590,246495.0,1,17/06/2020,Video Detik-Detik Jembatan Wuhan Runtuh,"NgeriDetik..detik Jembatan Wuchan..Wuhan Runtuh tadi pagi. Di Negerinya Sendiri aja runtuh, apalagi di negeri orang nantinya ? Kwalitasnya Bagaimana ?",246495.jpg,ngeri detik detik jembatan wuchan wuhan runtuh pagi negeri aja runtuh negeri kwalitasnya
3591,352993.0,1,17/06/2020,Servis Mobil Gratis Suzuki Peduli Covid s.id/SuzukiPeduliCovid,SUZUKI PEDULI COVID DAPATKAN PERAWATAN GRATIS MOBIL SUZUKI DI DEALER RESMI SELAMA MASA PANEMI CORONA,352993.png,suzuki peduli covid awat mobil suzuki dealer resmi panemi corona
3592,934623.0,1,17/06/2020,Akun Facebook Bupati Tegal Hajjah Umi Azizah,Akun Facebook Bupati Tegal Hajjah Umi Azizah,934623.jpg,facebook bupati tegal hajjah umi azizah
3593,549601.0,1,17/06/2020,Video GEDUNG PUTIH DIGERUDUK PENDEMO,"GEDUNG PUTIH DIGERUDUK PENDEMO Amerika rusuh, gedung putih dirangsek pendemo, penjarahan di ritel. Rakyat marah atas kematian warga kulit hitam George Floyd yang lehernya diinjak polisi",549601.png,gedung putih digeruduk demo amerika rusuh gedung putih dirangsek demo jarah ritel rakyat marah mati warga george floyd leher injak polisi
3594,41685.0,1,18/06/2020,sakitnya apa di diagnosa nya covid,Kebusukan RS Bokap gw sakitnya apa di diagnosa nya covid Intinya yg meninggal di RS langsung di vonis covid Angka kematian covid yg meningkat mungkin bukan karena covid melaikan data asal dari RS,41685.png,busuk bokap sakit diagnosa covid inti tinggal vonis covid angka mati covid tingkat covid lai data
3595,672470.0,1,18/06/2020,Hidayat Nur Wahid Akui PKS Tak Menganut Asas Pancasila,"Kalau kita perhatikan ideologi PKS secara universal sama seperti PKI, karena mereka memiliki Jaringan luar Negeri yang di anut sehingga bertolak belakang dengan Ideologi Pancasila.",672470.png,perhati ideologi pks universal pki milik jaring negeri anut tolak ideologi pancasila
3596,377556.0,1,18/06/2020,Foto ANIES BASWEDAN INGIN PATUNG LILINNYA BERKARAKTER TERSENYUM,Anis secara khusus mengajukan request agar karakter wajahnya di patung lilin bukan sedang manyun alias cemberut seperti yang banyak dijumpai di foto yang beredar di sosial media. Dia ingin wajahnya sedang tersenyum dan terlihat giginya. Makanya secara khusus dia juga melakukan proses cetak gigi untuk pembuatan mouldingnya.,377556.png,anis khusus aju request karakter wajah patung lilin manyun alias cemberut jumpa foto edar sosial media wajah senyum lihat gigi khusus laku proses cetak gigi mouldingnya
3597,385756.0,1,18/06/2020,"Jumping Urine, Saran Buat Semua Laki-Laki Usia 50, Apabila Mengalami Kesulitan Buang Air Seni","JUMPING URINE Saran buat semua laki2 di atas usia 50, apabila mengalami kesulitan buang air seni gara2 ada pembesaran prostat. SEKEDAR INFO: Penting bagi yang Usia Lanjut manfaatnya JUMPING URINE.",385756.jpg,jumping urine saran laki 2  usia alami sulit buang air seni gara 2  prostat dar usia manfaat jumping urine
3598,918233.0,1,18/06/2020,"Kecewa Terhadap Pemerintah, Puluhan Warga Jalan Bakri Bantaeng Tutup Jalan Raya","Kecewa Terhadap Pemerintah, Puluhan Warga Jalan Bakri Bantaeng Tutup Jalan Raya",918233.png,kecewa hadap perintah puluh warga bakri bantaeng tutup raya
3599,893656.0,1,18/06/2020,CIA Bongkar jati diri Presiden Indonesia Jokowi melalui Passport,"Di nilai Indonesia condong ke Blok China Komunis, CIA Bongkar jati diri Presiden Indonesia Jokowi melalui Passport",893656.png,nilai indonesia condong blok china komunis cia bongkar jati presiden indonesia jokowi passport
3600,770773.0,1,18/06/2020,Pernyataan Ekstrim Menteri Kesehatan Letjen TNI dr.  Terawan Agus Putranto Sp. Rad,"Mungkin pernah di share disini, reposting spy hapal INI PERNYATAAN EKSTRIM MENTRI KESEHATAN : Letjen TNI Dr. Terawan Agus Putranto Sp. Rad ( K) , .Di bawah ini patut menjadi renungan !",770773.jpg,share reposting spy hapal nyata ekstrim tri sehat letjen tni awan agus putranto rad patut renung
3601,262864.0,1,19/06/2020,bupati Luwu Utara terbaring di RS karena terjatuh dari motornya waktu antar BanSos COvid-19,Mohon Doa. Salam ILUNI UI Ibu bupati Luwu Utara sedang terbaring di RS. Beliau terjatuh dari motornya waktu antar BanSos ke pelosok. Semoga segera pulih ya bu Bisa bekerja kembali.  yaaa ALLah.,262864.png,doa salam iluni bupati luwu utara baring beliau jatuh motor bansos pelosok moga pulih kerja yaa allah
3602,869074.0,1,19/06/2020,Apa iyaaaaa bisa hamil????,"Astaqfirullah,,,,, sampai sakit kepala ku beb,,, mikir ini Apa iyaaaaa bisa hamil???? Trus masuknya dr mana????? Dan keluarnya dimna??? Bener menantang kodrat Kok aq jd geli ya melihatnya",869074.jpg,astaqfirullah sakit kepala beb mikir iyaa hamil trus masuk dimna bener tantang kodrat geli lihat
3603,836308.0,0,19/06/2020,East-West Center: Fighting Disinformation on the Frontlines Webinar,"It is imperative that societies have access to accurate information in critical moments such as the COVID-19 pandemic. Disinformation can have life and death consequences. At the same time, there is growing distrust in health experts and scientific data. Hear from diverse experts in the U.S. and Asia Pacific engaged in combating disinformation on the front lines through international and community fact-checking networks, social media platforms, and news literacy education",836308.png,imperative that societies have access accurate information critical moments such covid- 19  pandemic disinformation can have life and death consequences same time there growing distrust health experts and scientific data hear from diverse experts and asia pacific engaged combating disinformation front les through international and community fact-checking networks social media platforms and news literacy education
3604,320200.0,1,20/06/2020,"Ibu Kota Pindah, Anies Bakal Jual Gedung Pemerintah Pusat","Ibu Kota Pindah, Anies Bakal Jual Gedung Pemerintah Pusat",320200.png,kota pindah anies jual gedung perintah pusat
3605,484044.0,1,20/06/2020,Wapres Pemerintah Gak Sengaja Memakai Dana Haji Jadi Gak Berdosa,Wapres Pemerintah Gak Sengaja Memakai Dana Haji Jadi Gak Berdosa,484044.jpg,wapres perintah gak sengaja dana haji gak dosa
3606,33476.0,1,21/06/2020,Minggu 21 Juni 2020 Baim Wong Rilis Hadiah Buat 500 Orang Pemenang,"Minggu, 21 Juni 2020 BUAT 500 ORANG PEMENANG Rilis Hadiah!",33476.jpg,juni  2020   500  menang rilis hadiah
3607,180930.0,1,21/06/2020,"Artikel #MakzulkanJKWBubarkanPDIP Trending, RUU HIP Dituding Ide Megawati","#MakzulkanJKWBubarkanPDIP Trending, RUU HIP Dituding Ide Megawati",180930.jpg,makzulkanjkwbubarkanpdip trending ruu hip tuding ide megawati
3608,803525.0,1,21/06/2020,"Amien Rais: Kalau Jokowi Sampai Diturunkan Akan Lebih Parah.Karena Dia Adalah Yang Terbaik Saat Ini,Dan Selamanya Buat RI","Amien Rais: Kalau Jokowi Sampai Diturunkan Akan Lebih Parah.Karena Dia Adalah Yang Terbaik Saat Ini,Dan Selamanya Buat RI",803525.png,amien rais jokowi turun parah
3609,320194.0,1,22/06/2020,corona virus sudah viral di iqro,Subhanallah (corona virus) Sudah viral di iqro1 Tolong sebarkan foto ini Bahwa covid 19 sudah viral di iqro Semoga covid 19 segera pergi dari bumi ini amin ya allah Semoga yang coment amin dapat Rejeki yang banyak ya allah amin,320194.png,subhanallah corona virus viral iqro 1  sebar foto covid viral iqro moga covid pergi bumi amin allah moga coment amin rejeki allah amin
3610,49858.0,1,22/06/2020,PKS menolak apa bersandiwara?,PKS menolak apa bersandiwara?,49858.png,pks tolak sandiwara
3611,230080.0,1,22/06/2020,Surat Panggilan Wawancara Kerja Oleh PT Angkasa Pura II Juni 2020,"Berdasarkan hasil evaluasi tim seleksi terhadap lamaran kerja Saudara yang kamu terima, dengan ini kami sampaikan bahwa berkas lamaran Saudara memenuhi persyaratan yang ditetapkan, sehingga Saudara dapat mengikuti tes seleksi calon Karyawan PT Angkasa Pura II (Persero) Untuk dapat mengikuti seleksi ini Saudara di wajibkan membawa KTP / SIM (Kartu identitas diri asli) erta Surat Panggilan Tes yang sudah di kirim via E-maol ke masing-masing peserta (Surat Mohon di Print)",230080.jpg,dasar hasil evaluasi tim seleksi hadap lamar kerja saudara berkas lamar saudara syarat saudara tes seleksi calon karyawan angkasa pura persero seleksi saudara wajib bawa ktp sim kartu identitas erta surat panggil tes via e-maol surat print
3612,762546.0,1,22/06/2020,Akun Facebook Sekda Samarinda Sugeng Chairuddin,Akun Facebook Sekda Samarinda Sugeng Chairuddin,762546.jpg,facebook sekda samarinda sugeng chairuddin
3613,869043.0,1,22/06/2020,Video Hukuman mati bagi koruptor uang negara di Korea Utara,Hukuman mati bagi koruptor uang negara di Korea Utara. di bawah ada kandang buaya dan Presiden Korea Utara menggandeng pejabatnya yang terlibat korupsi,869043.png,hukum mati koruptor uang negara korea utara kandang buaya presiden korea utara gandeng jabat libat korupsi
3614,877241.0,1,22/06/2020,Motor Terbakar Di Yogyakarta Karena Hand Sanitizer,"hanya mengingatkan bagi sedulur yang membawa hand sanitizer,tempat kejadian di Kkb Gajah Mada Pakualaman,dikarenakan menaruh hand sanitizer di jok motor,",877241.jpg,dulur bawa hand sanitizer kkb gajah mada pakualaman taruh hand sanitizer jok motor
3615,164530.0,1,23/06/2020,uang kertas kita tahun 1954 ada tulisan Arab,Inilah wajah uang kertas kita tahun 1954Renungkanlah !,164530.png,wajah uang kertas  1954  renung
3616,574125.0,1,23/06/2020,"New Fatwa Sholat Tanpa Wudhu Tanpa Tayamum Dari Mbah Kakung,Yang Akan Di Keluarkan Untuk Rakyat Negeri +62",Maruf Amin Minta MUI Terbitkan Fatwa Shalat Tanpa Wudhu Tanpa Tayamum,574125.png,maruf amin mui terbit fatwa shalat wudhu tayamum
3617,681.0,1,24/06/2020,Foto Kadrun kalo lihat foto ini panas dingin,Kadrun kalo lihat foto ini panas dingin . .,681.jpg,kadrun kalo lihat foto panas dingin
3618,8873.0,1,24/06/2020,"Video FKPPI dari Bandung sudah berkumpul di Monas, siap siaga apabila RUU HIP di-syahkan oleh DPR","*FKPPI dari Bandung sudah berkumpul di Monas, siap siaga segala kemungkinan terjadi apabila RUU HIP di-syahkan oleh DPR.* *Revolusi jihad mati syahid atau hidup mulia, bela negara dari ancaman Komunisme..!*",8873.png,fkppi bandung kumpul monas siaga ruu hip di-syahkan dpr revolusi jihad mati syahid hidup mulia bela negara ancam komunisme
3619,98988.0,1,24/06/2020,Foto singapore bisa banjir kayak gini,"Cukup heran klu singapore bisa bnjir kyk gini,,, Bedok",98988.png,klu singapore bnjir kyk gin bedok
3620,844461.0,1,24/06/2020,Hotman Paris Bagi-Bagi Hadiah Di Facebook,Hotman Paris Ada uang Total 20 Milyar dan mobil Mewah BUAT KALIAN SEMUA TANPA DIUNDI,844461.jpg,hotman paris uang total milyar mobil mewah undi
3621,811693.0,1,24/06/2020,Mia Khalifa Bunuh Diri,Very Shocking. Mia khalifa commits suicide. Broken heart RIP #miakhalifa?,811693.png,very shocking mia khalifa commits suicide broken heart rip miakhalifa
3622,574122.0,1,24/06/2020,"Peta Kasus Covid DKI DKI kembali Zona Merah, Bogor Zona Hitam","DKI kembali Zona Merah, Bogor Zonna Hitam. Welcome back Corona. Hati2 ya & tetap jaga kesehatan, jangan lengah please.",574122.png,dki zona merah bogor zonna welcome back corona hati 2  jaga sehat lengah
3623,58025.0,1,25/06/2020,Ruslan Buton Dipecat dari TNI karena Tolak TKA China,"Jadi Ruslan itu pada 2017, dia tangkap TKA China yang di Maluku Utara, orang China bawa visa turis bekerja di perusahaan pertambangan. Nggak usah ku kasih tau lah PT-nya. Dia tangkap karena dia komandan di daerah sana,",58025.png,ruslan  2017  tangkap tka china malu utara china bawa visa turis kerja usaha tambang nggak tau pt-nya tangkap komandan daerah
3624,393887.0,1,25/06/2020,"Tak Perlu Ikut Rapid Test, Mencium Bau Cuka Bisa Deteksi Seseorang Terkena Covid-19 Atau Tidak","Tak Perlu Ikutan Rapid Tes, Mencium Cuka Bisa Deteksi Apakah Kita Terkena Virus Atau Tidak, Begini Caranya",393887.png,rapid tes cium cuka deteksi kena virus
3625,524968.0,1,25/06/2020,"Ruang Perawatan Covid di Riau Penuh, Warga Wajib di Rumah Selama Dua Minggu","jadi pesen dr indra yovi Sp.P jagalah keluarga kalian di rumah.. karena sekarang kasusnya lebih berbahaya dan lebih banyak pada saat psbb dulu.. inert immunity.. siapa kuat daya tahan tubuhnya dya yg menang.. jgn keluar rumah, jgn shalat dimasjid dulu, jgn ke sekolah, tetap stay at home Pekanbaru masuk zona Merah.. hari ini 29 org positif covid. 1 org meninggal Ruang rawat covid 19 di rsud sudah penuh.. icu pinere covid 19 jg penuh..",524968.png,sen indra yovi jaga keluarga rumah bahaya psbb inert immunity kuat daya tahan tubuh dya menang jgn rumah jgn shalat masjid jgn sekolah stay home pekanbaru masuk zona merah org positif covid org tinggal ruang rawat covid rsud icu pere covid
3626,909988.0,1,25/06/2020,MARUF AMIN NGAKU KALO GROMBOLAN MEREKA ADALAH KODOK,Hari ini saya mendampingi Presiden @jokowi memimpin Rapat Terbatas tentang Percepatan Penanganan Pandemi Covid-19 serta Antisipasi Kebakaran Hutan dan Lahan yang dilaksanakan di Istana KODOK,909988.png,damping presiden jokowi pimpin rapat batas cepat tangan pandemi covid- 19  antisipasi bakar hutan lahan laksana istana kodok
3627,934556.0,1,25/06/2020,Bacaleg PKS: Poligami Untuk Rakyat! Masa Depan Bangsa Indonesia!,POLIGAMI Untuk rakyat khilafah !! Masa depan bangsa khilafah cok!! Tidak untuk masa depan Indonesia.,934556.png,poligami rakyat khilafah bangsa khilafah cok indonesia
3628,25240.0,1,26/06/2020,Aliran Komunis & Gerakan PKI Bangkit Lewat PDIP,"Lebih jauh, Prijanto mengatakan, istilah petugas partai yang disampaikan Ketua Umum PDIP Megawati Soekarnoputri kepada Jokowi juga dinilai modus komunisme. Sebab, istilah petugas partai mirip dengan pekerja partai yang pernah dikatakan tokoh PKI DN Aidit.",25240.png,prijanto istilah tugas partai ketua pdip megawati soekarnoputri jokowi nilai modus komunisme istilah tugas partai kerja partai tokoh pki aidit
3629,33428.0,1,26/06/2020,PEMBAKAR BENDERA PDI-P TERNYATA ADALAH ANGGOTA SIMPATISAN PDI-P SENDIRI,"Bawa sendiri, Bakar sendiri, Lapor sendiri. Memang Pki tukang Nyusup Licik. Pengalihan tolak RUU HIP-Pki. Kpd Umat Kristiani jgn terhasut Pki yg suka Fitnah & adu domba. Apalagi mendukung & membela Pki. Itu dosa besar, karena Pki tdk percaya Yesus Kristus & agama.Pki & antek2-nya serta pendukung tempatnya adalah Kerak Neraka.",33428.png,bawa bakar lapor pki tukang nyusup licik alih tolak ruu hip-pki kpd umat kristiani jgn hasut pki suka fitnah adu domba dukung bela pki dosa pki tdk percaya yesus kristus agama pki antek 2 -nya dukung kerak neraka
3630,500375.0,1,26/06/2020,Surat Seleksi Sekolah Prioritas Kemendikbud,Surat Seleksi Sekolah Prioritas Kemendikbud,500375.jpg,surat seleksi sekolah prioritas kemendikbud
3631,754329.0,1,26/06/2020,Akun Instagram Akulaku Bernama akulaku.costumer.1x24jam,KREDIT ONLINE#akubisa.dgn.akulaku jika ada masalah dengan pesanan tinggal komplin DM sekarang!! NO:[disensor] ??cal.pusat:1500920,754329.jpg,kredit online akubisa dgn akulaku tinggal komplin sensor cal pusat  1500920 
3632,787097.0,1,26/06/2020,Rektor IAIN Surakarta Umumkan Penerimaan Beasiswa Melalui SMS,"Ass.. Sore, ini Bpk Prof.H. Mudofir,S.Ag (Rektor IAIN SKT) DGN Adanya SRT Rstkdikti-IAINSKT Pd MusimCOVID-19 Perihal Penerimaan Beasiswa UKT2020 Rp.4Jt Ditujukan Kpd Yth:",787097.png,ass sore bpk prof mudofir rektor iain skt dgn srt rstkdikti-iainskt musimcovid- 19  perihal beasiswa ukt 2020   4 jt tuju kpd yth
3633,852636.0,1,26/06/2020,"Video Luput dari pantauan media, MONAS MENJADI LORENG, TOLAK & CABUT RUU HIP",Luput dari pantauan media MONAS MENJADI LORENG TOLAK & CABUT RUU HIP,852636.png,luput pantau media monas loreng tolak cabut ruu hip
3634,852628.0,1,27/06/2020,Tulisan Prof Yusril Setelah Lihat ke dalam,Prof Yusril Setelah Lihat ke dalam MGKN TAK DIERA KITA. TP ANAK CUCU KITA AKAN BERAT DLM CENGKERAMAN CINA OLEH: PROF. DR. YUSRIL saya tahu ktk ada didalam jaringan mereka maafkan saya.,852628.png,prof yusril lihat mgkn era anak cucu dlm cengkeram cina prof yusril ktk jaring maaf
3635,123537.0,1,27/06/2020,Pria Meninggal Jantungnya Kekurangan Oksigen Karena Menggunakan Masker, wainnaillaihi rojiun..Korban gowes pake masker td pagi dibelakang citragrand ..A.n kol.laut(T) DIDIK HARI PRASETYO..Semoga amal ibadahnx diterima Allah ,123537.jpg,wainnaillaihi rojiun korban gowes pake masker pagi citragrand kol laut didik prasetyo moga amal ibadahnx allah
3636,172685.0,1,27/06/2020,Video Remaja Ini Terkena Tiktok Syndrome,"Astaghfirullah, Remaja Ini Terkena Tiktok Syndrome, Ga Bisa Kontrol Gerakan Badannya Karena Banyakan Main Tiktok",172685.png,astaghfirullah remaja kena tiktok syndrome kontrol gera badan main tiktok
3637,303757.0,1,27/06/2020,Pesta Homo Seksual di Italia Sebelum Covid-19 Mewabah,SANGAT MENGERIKAN DAN MENJIJIKAN Inilah Pesta terakhir yang dibuat di Italy. Kenapa wabah Corona menyerang Italy dengan begitu dahsyat ? Kenapa Allah terbalikkan bumi dizaman nabi Luth ?,303757.png,keri jijik pesta italy wabah corona serang italy dahsyat allah bumi zaman nabi luth
3638,459406.0,1,27/06/2020,Workshop Peningkatan Kapasitas Pemerintah Daerah oleh Pusbindiklatren Bappenas,Sehubungan dengan penundaan pelaksanaan Workshop DAK dikarenakan pandemic Covid-19 dan merujuk surat kami sebelumnya dengan Nomor 30TIP.01/02/2020 tentang Penawaran Workshop. Peningkatan kapasitas Pemerintah Daerah dalam proses Perencanaan dan Penganggaran Dana Alokasi Khusus (DAK) Angkatan I.,459406.jpg,hubung tunda laksana workshop dak pandemic covid- 19  rujuk surat nomor  30 tip  2020  tawar workshop tingkat kapasitas perintah daerah proses rencana anggar dana alokasi khusus dak angkat
3639,115337.0,1,28/06/2020,"PILPRES 2024 DIBATALKAN, ditunda sampai 2029","PILPRES 2024 DIBATALKAN, ditunda sampai 2029 Jika ini Terjadi Tamparan Telak Buat Yg Niat Memanzulkan Presiden",115337.png,pilpres  2024  batal tunda  2029  tampar telak memanzulkan presiden
3640,664201.0,1,28/06/2020,Pelintiran Konteks Tulisan Orang Ketiga Itu Bernama Aidit!,"Aku nyaris terpelanting dari kursi karena begitu kaget. Pemuda sinting mana yang mau menikah denganku? Ucapku sambil tertawa. Aku menganggap perkataan ibu hanya candaan saja. Dia bukan pemuda biasa, dia Mohammad Hatta. Tukas ibu tegas.",664201.png,pelanting kursi kaget pemuda sinting meni anggap canda pemuda mohammad hatta tukas
3641,647817.0,1,28/06/2020,Video ini demo di Amerika. saat ini di masa pandemik #COVID19,ini demo di Amerika. saat ini di masa pandemik #COVID?19 Jika dalam 1 minggu mayat berglimpangan di amerika berarti benar virus corona itu ganas dan nyata. tapi apabila tdak terjadi apa2 brarti silahkan pikirkan sendri..?? *hikmah demo usa dalam covid19* #COVID_19#ChinaVirusKonspirasi,647817.png,demo amerika pandemik covid mayat berglimpangan amerika arti virus corona ganas nyata tapi tdak apa 2  brarti silah sendri hikmah demo usa covid 19  covid chinaviruskonspirasi
3642,303746.0,1,29/06/2020,Video PDIP menyuruh orang untuk membakar bendera PDIP,Nemu vidio di pos di grup Apa ini bener ??? Kalo bener .. K napa pdi p segitunya kalo bikin sekenario ..apa ini sama dg mobil smk dan foto di lobang got..PDIP menyuruh orang untuk membakar bendera PDIP,303746.png,nemu vidio pos grup bener kalo bener napa pdi segitunya kalo bikin sekenario mobil smk foto lobang got pdip suruh bakar bendera pdip
3643,516735.0,1,29/06/2020,Rekrutmen PLN Group Tingkat SMA/SMK Tahun 2020,Rekrutmen PLN Group Tingkat SMA/SMK Sampai S1 Tahapan Tahun 2020,516735.png,rekrutmen pln group tingkat sma smk tahap  2020 
3644,639622.0,1,29/06/2020,Thahir Pembina Brimob,MEREKA TERNYATA SUDAH JADI ???? SETIA PIARAAN REZIM ANTEK CHINA KOMUNIS TIONGKOK?? MEREKA JADI ???? SETIA PIARAAN REZIM BERBASIS PKI ITU SEJAK JOKODOG JADI GUBERNUR DKI JAKARTA.,639622.jpg,nyata setia piara rezim antek china komunis tiongkok setia piara rezim bas pki jokodog gubernur dki jakarta
3645,705159.0,1,29/06/2020,Foto Dua NYONYA BESAR dari klan cendana mengawal aksi demo nenolak RUU HIP,#BadutanPolitik Episode: DONATUR NGAK MAU RUGI Dua NYONYA BESAR dari klan cendana tertangkap kamera mengawal aksi demo nenolak RUU HIP,705159.png,badutanpolitik episode donatur ngak rugi nyonya klan cendana tangkap kamera aksi demo nenolak ruu hip
3646,705151.0,1,30/06/2020,Tidur Sehabis Menangis Tanpa Cuci Muka Dapat Sebabkan Mata Bintitan,"guys jangan pernah nangis langsung tidur tanpa cuci muka, aku nangis sampe bengkak trus aku langsung tidur besok pagi nya mataku kaya muncul Bentolan i think ah bintitan akhirnya ak beli salep bintitan sekitar 3 hari ga kempes malah tambah besar. finally, aku ke dokter mata. dan langsung dibilang harus operasi sekarang juga. akhirnya aku dioperasi jadi di dalam kelopak aku isinya Nanah banyak karena bakteri menyebar.",705151.png,guys nang tidur cuci muka nang sampe trus tidur besok pagi mata kaya muncul bentol think bintit beli salep bintit kempes finally dokter mata operasi operasi kelopak isi nanah bakteri sebar
3647,180861.0,1,30/06/2020,Survei Masyarakat untuk Publikasi Data BNPT,Survei Masyarakat untuk Publikasi Data BNPT,180861.png,survei masyarakat publikasi data bnpt
3648,336510.0,1,30/06/2020,Ular Makan Senapan Laras Panjang Jenis AK 47,Saking lapar nya Ular ini makan senapan laras panjang jenis AK 47.,336510.jpg,saking ular makan senapan laras
3649,672373.0,1,01/07/2020,Ayo tarik uang rame2 ke ATM dan Bank,"UBAH NAGA JADI CACING, AYO SEGERA TARIK SEMUA UANG SIMPANAN DARI BANG ASING & ASENG & PEMERINTAH, SAMPAI KEDAULATAN RAKYAT MENANG MELAWAN KECURANGAN & KEZALIMAN, JANGAN BERIKAN UANG KITA HANYA UNTUK SEGELINTIR PEMODAL KAPITALIS YANG MERUSAK BANGSA DAN NEGARA !!!, SUDAH SAATNYA BANGSA INDONESIA BANGKIT MELAWAN KOMUNIS & KAPITALIS !!!, AYO RAMAI-RAMAI SEGERA KE ATM & BANK TARIK SEMUA UANG KITA, AMBIL UANG & BELIKAN LOGAM EMAS SIMPAN DITEMPAT YG PALING AMAN, SEBELUM SITUASI SULIT DAN NANTI UANG TIDAK BISA DIAMBIL, AYO SEGERA TARIK SEMUA UANG KITA DARI BANK !!!, AYO TARIK UANG",672373.png,naga cacing tarik uang simpan bang asing aseng perintah daulat rakyat menang lawan curang zalim ikan uang gelintir modal kapitalis rusak bangsa negara bangsa indonesia bangkit lawan komunis kapitalis ramai atm bank tarik uang uang belikan logam emas simpan aman situasi sulit uang tarik uang bank tarik uang
3650,746109.0,1,01/07/2020,Video Benarkah COVID ada??,Benarkah COVID ada??,746109.png,covid
3651,778870.0,1,01/07/2020,Menanak Nasi Dengan Bawang Putih Bermanfaat Bagi Kesehatan,"Karena jika ditambah bawang putih membuat nasi menjadi gurih, wangi dan ngga mudah basi, apa lagi jika di tambahin dgn minyak zaitun 1 sendok makan jika tdk ada bisa menggunakan 1/2 sendok makan minyak goreng. Maka beras menjadi pulen tidak lengket di panci. (Minyak untuk ukuran rice cooker kecil ya mom, silahkan di sesuai dgn kapasitas masaknya) Dan yang paling penting, taukah ummahat ? Ternyata setelah diteliti oleh para ahli gizi dan kesehatan, bahwa bawang putih jg mempunyai banyak kasiat loh, di antaranya:",778870.png,bawang putih nasi gurih wangi ngga mudah basi tambahin dgn minyak zaitun sendok makan tdk sendok makan minyak goreng beras pulen lengket panci minyak ukur rice cooker mom silah sesuai dgn kapasitas masak tau ummahat nyata teliti ahli gizi sehat bawang putih kasiat loh
3652,262774.0,1,01/07/2020,Pemuda/Pemudi Mengatasnamakan Universitas/Perguruan Tinggi Meminta Foto KTP,"Jika ada Pemuda/Pemudi yang mengatas namakan dari universitas/perguruan tinggi dan meminta anda untuk menunjukkan KTP dengan alasan sebagai bahan untuk skripsi dan orang tersebut akan memfoto KTP anda, jangan diijinkan. Karena foto KTP tersebut di gunakan untuk Peminjaman Online.",262774.jpg,pemuda pemudi nama universitas guru ktp alas bahan skripsi foto ktp diijinkan foto ktp pinjam online
3653,991869.0,1,01/07/2020,Tanggal 2-24 Juli Ada Pelayanan Akta Kelahiran Keliling di Taman Bungkul & Royal,"Informasi : bagi dulur-dulur yg blm punya akte kelahiran, pada tgl 2-24 juli ada pelayanan akte kelahiran keliling di jam 09.00 s/ d 13.00 syarat, membawa foto copy KK,KTP dan foto copy KTP 2 orang saksi. Akte langsung jadi. tolong di informasikan ke saudaradan tetangga mungkin sangatmembantu. Terima kasih. Lokasinya taman bungkul & Royal.",991869.jpg,informasi dulur blm akte lahir tgl  2 - 24  juli layan akte lahir keliling jam syarat bawa foto copy ktp foto copy ktp saksi akte informasi saudaradan tetangga sangatmembantu lokasi taman bungkul royal
3654,238193.0,1,02/07/2020,"Jabatan presiden di perpanjang, pilpres masih lama tahun 2026","Jabatan presiden di perpanjang,,,, pilpres masih lama tahun 2026, pasukan sakit hati kelamaan menderita",238193.png,jabat presiden pilpres  2026  pasu sakit derita
3655,524905.0,1,02/07/2020,Istilah Kadrun Berasal dari PKI,"KADRUN itu dari PKI Barokallahu fiik Habib @husein.baagil . Label KADRUN yang disematkan kepada ummat Islam itu ternyata berasal dari PKI. Di zaman tahun 60an apabila PKI menargetkan salah satu dari para Ulama yg ditargetkan akan dibunuh, mereka menjulukinya dengan istilah KADRUN atau Kadal Gurun. Di zaman kita sekarang, istilah KADRUN mulai diperdengarkan kembali untuk mengejek ummat Islam, entah mereka itu memang berideologi komunis atau hanya sebatas kebencian terhadap gerakan ummat Islam. Wallahu Alam Bishowab. Semoga kita semua dilindunggi oleh Allah dari fitnah dan bahaya PKI.,",524905.jpg,kadrun pki barokallahu fiik habib husein baagil label kadrun semat ummat islam nyata pki zaman  60 an pki target salah ulama target bunuh juluk istilah kadrun kadal gurun zaman istilah kadrun dengar ejek ummat islam ideologi komunis batas benci hadap gera ummat islam wallahu alam bishowab moga dilindunggi allah fitnah bahaya pki
3656,533098.0,1,02/07/2020,FPI & BANSER Geruduk Kantor PDIP. Jgn Di Atur Oleh Partai PKI Komunis,"Purwokerto : FPI & BANSER Geruduk Kantor PDIP .Hajar Bila Ketemu Pengurus Nya . Kita Bangsa Yg Besar ,Islam Terbesar Di Dunia .Jgn Di Atur Oleh Partai PKI Komunis",533098.png,purwokerto fpi banser geruduk kantor pdip hajar ketemu urus bangsa islam dunia jgn atur partai pki komunis
3657,803438.0,1,02/07/2020,"Video Ekonomi Makin Hancur & Terlilit Utang, Jokowi Terancam Serahkan Indonesia pada China","EKONOMI MAKIN HANCUR & TERLILIT UTANG, PEMERINTAHAN JOKOWI T3R4NC4M SERAHKAN INDONESIA Pada CHINA",803438.jpg,ekonomi hancur lilit utang perintah jokowi t 3 r 4 nc 4 m serah indonesia china
3658,82546.0,1,02/07/2020,Status Gerakan Si Kadrun Harus di Hentikan,Gerakan si kadrun harus di hentikan.??kami siap menunggu komando.??merdeka..!,82546.jpg,gera kadrun henti komando merdeka
